399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579,399.579
390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488,390.488
381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397,381.397
372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306,372.306
363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215,363.215
354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124,354.124
345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033,345.033
335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942,335.942
326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851,326.851
317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76,317.76
308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67,308.67
299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579,299.579
290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488,290.488
281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397,281.397
272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306,272.306
263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215,263.215
254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124,254.124
245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033,245.033
235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942,235.942
226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851,226.851
217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76,217.76
208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671,208.671
199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582,199.582
190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497,190.497
181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419,181.419
