51.6235,49.214,53.2262,59.2683,58.472,42.2789,40.762,47.9914,61.4708,57.2919,58.8834,46.3107,35.8664,44.6936,46.562,34.2609,35.076,25.7887,24.3913,16.8991,16.7437,16.2459,16.4873,14.3103,21.2159,48.9691,38.3149,30.3378,19.5031,21.4148,28.149,16.5872,21.2294,14.319,5.4774,6.46266,13.4352,8.58543,5.64886,3.60584,3.60549
51.6235,43.5881,44.8179,45.006,44.925,46.3266,41.8096,59.1691,62.0547,61.7506,61.9071,54.2921,42.1586,45.6997,40.9668,45.2924,39.3737,25.2845,39.7994,38.2244,45.6041,42.4802,36.3209,28.2993,26.7601,27.6612,21.2291,30.1447,27.2952,24.4467,24.7431,30.1286,55.1194,57.723,81.992,84.1949,73.7445,95.7769,99.6005,102.752,2.85183
51.6235,50.653,57.4828,55.6095,63.888,72.7421,72.5199,69.0264,75.8478,77.2744,69.5516,78.363,68.3118,60.1963,65.684,70.5103,61.3495,63.1739,71.0059,65.1577,77.7116,79.3585,83.2948,92.1255,92.2025,88.4339,91.0896,90.3139,95.1433,98.3744,100.821,100.524,102.354,102.394,102.34,83.9355,84.1473,100.512,99.4826,102.927,3.10677
51.6235,47.8932,53.2242,53.3924,61.9204,59.7151,63.1645,72.4123,77.3056,76.0606,69.3037,74.3981,82.961,87.3562,81.3848,78.8614,71.6697,79.7801,69.5919,71.6136,78.7036,85.0276,89.0185,90.2397,86.9256,82.1921,81.2102,91.8417,99.0725,97.4798,97.9934,100.12,101.069,99.5089,102.381,101.988,98.0231,101.999,102.876,102.886,2.8856
51.6235,41.67,39.6649,33.3008,29.5172,25.5612,36.472,35.2885,31.542,30.4006,28.5174,30.8282,30.2357,30.6325,25.37,16.1964,16.116,19.4221,9.57959,8.0526,7.73638,4.44174,3.61893,4.11916,3.841,3.79265,4.46101,4.01392,4.51334,6.36139,7.99969,6.81474,4.02453,4.87239,3.94467,3.28413,3.21043,3.2913,3.19168,3.19151,3.1915
51.6235,43.7849,36.3297,36.2004,38.2944,41.2585,45.7124,50.6975,52.5935,41.5983,44.0982,36.4931,36.7762,41.9168,53.9628,43.6283,50.0721,41.6392,34.945,35.9486,42.9953,69.985,70.4461,82.5555,89.6007,90.5002,82.3421,80.8691,75.0818,74.946,83.943,85.3257,79.994,82.125,94.2195,98.9723,102.225,102.966,102.969,102.969,2.96951
51.6235,46.7658,39.305,44.4011,43.587,48.0831,61.1758,64.9523,77.8466,75.9457,77.2392,85.4053,84.2871,83.0259,93.034,99.031,99.7753,100.24,103.005,103.165,103.451,103.409,103.441,103.459,103.395,103.473,103.481,103.473,103.481,103.48,103.468,103.474,103.474,103.453,103.481,103.484,103.485,103.484,103.485,103.485,3.48528
51.6235,62.1815,70.3055,71.9141,73.2347,77.5551,76.3655,86.733,75.5786,76.1689,71.1034,54.9192,56.6586,58.9539,63.7599,67.0322,54.1122,62.6552,51.8873,50.9478,50.7408,56.1872,67.8469,64.4431,41.6431,41.3255,59.3565,55.75,78.2203,88.8368,89.6625,89.7539,99.2335,103.465,103.418,103.638,103.696,103.715,103.715,103.715,3.71532
51.6235,54.7083,57.936,61.6152,63.52,57.5404,48.6528,47.8039,43.6152,36.783,27.5929,29.7152,26.6064,26.0773,26.2589,37.7086,26.2383,27.8446,24.1486,24.9404,33.3915,23.5887,23.0326,16.6209,16.9309,18.8974,26.8434,40.9667,39.8921,12.1092,6.77557,4.40587,3.68753,4.68614,3.9025,3.54258,3.46659,3.46433,3.46428,3.46428,3.46428
51.6235,41.1854,46.6457,48.5034,42.4859,44.6179,50.8427,48.4939,47.3413,56.1422,64.4989,56.9374,58.5204,55.7731,48.4954,34.9997,40.935,40.9718,48.9377,51.7217,61.7053,64.9314,80.0397,78.3539,86.2492,79.4188,75.9635,80.0169,66.8427,66.825,62.9664,50.072,31.5565,13.6978,13.8874,12.967,17.6138,17.6455,3.78841,2.9598,2.68598
51.6235,45.6138,41.2781,27.0982,28.1963,27.1358,20.4874,15.6268,12.7421,12.3461,11.0925,9.74253,7.90031,9.56283,14.486,12.5263,14.0265,12.4086,16.4391,14.1635,12.2959,15.0093,10.169,8.01986,5.64267,5.13325,6.0082,7.49716,14.155,8.35478,10.0546,9.95839,17.711,26.5976,16.5634,11.4876,7.5128,4.00673,3.3879,3.04222,3.03074
51.6235,46.6564,64.5652,67.3807,70.3249,61.7239,65.9232,82.2442,81.0325,71.7363,75.8821,80.4413,78.1488,68.7319,71.7141,77.9058,92.2601,92.1203,98.9052,93.8846,90.8931,92.9118,90.7474,91.0008,92.3855,98.4425,99.7241,97.8005,98.1355,101.774,102.792,102.226,102.619,103.028,102.817,102.802,102.407,103.544,103.62,103.616,3.66309
51.6235,50.078,64.4295,64.7098,63.7708,70.3296,79.8121,81.0003,81.1206,77.8739,75.6928,80.1867,82.7088,81.9475,82.0633,82.1144,81.0074,84.1148,81.4013,83.8502,83.8847,73.499,62.3102,53.0268,41.5938,38.0734,47.8344,59.6321,73.6297,71.1916,56.116,38.3895,41.8737,47.3686,65.0621,49.255,61.736,70.1465,44.0662,63.5765,1.83496
51.6235,41.8587,30.8071,28.8626,23.3348,19.5993,12.3923,11.0983,13.4471,20.7365,17.2585,18.0521,14.0313,18.3652,21.7954,22.1259,22.0528,23.8323,16.8893,15.4762,16.7914,20.3925,17.875,13.8468,20.8246,14.5917,13.0968,9.36708,7.66505,13.6923,9.14646,8.11646,11.4043,7.62711,19.6812,18.7927,14.6027,17.4643,3.54481,3.07784,3.07783
51.6235,62.34,65.6894,71.6018,78.4887,78.9363,83.6908,86.667,78.513,80.2354,79.2768,80.3608,83.2798,81.3577,81.2607,85.8491,83.3414,86.558,84.4074,89.9168,92.7233,94.3964,94.3674,95.8654,94.5588,94.3068,94.3408,95.6675,96.9456,98.5069,100.221,97.0672,94.7206,99.343,96.8897,102.102,102.43,102.686,102.706,102.707,2.70698
51.6235,45.1713,35.9346,29.8838,31.6242,27.5396,25.8071,28.7164,28.0859,28.5991,28.8691,32.3,35.5135,31.0455,23.3564,16.8958,27.1326,28.2532,26.4536,12.6485,19.3918,24.4702,19.3642,16.4269,17.0791,10.2207,7.98695,14.193,14.2984,12.507,12.2342,15.8973,8.90622,7.46048,6.92485,4.47155,3.37852,3.71052,2.9572,2.95758,2.95701
51.6235,54.6016,47.3743,39.8304,41.6052,37.8966,33.7042,37.2639,34.0856,34.1993,18.539,17.7357,26.1675,28.3832,19.0333,18.9732,23.4509,27.5966,20.5108,14.885,16.5403,15.8503,12.2399,10.0982,10.0279,12.8847,7.44897,8.79613,5.49782,8.05997,7.55381,3.50497,3.28092,3.25011,3.24835,3.2491,3.246,3.24589,3.24589,3.24589,3.24589
51.6235,50.2725,42.7536,38.3224,31.3817,33.9557,40.6196,45.7268,42.6118,49.8838,43.2704,48.4363,59.8153,64.9374,71.6021,79.6772,88.0514,85.4252,83.1319,82.819,81.4007,84.7854,93.2872,89.104,92.05,97.9675,99.9125,100.048,99.8884,100.949,101.395,101.637,102.35,102.284,102.218,102.273,102.807,102.869,102.871,102.871,2.87141
51.6235,48.9494,46.7827,48.5425,54.5299,57.622,63.9152,71.7395,75.5223,69.7989,77.9906,87.8563,86.6359,91.5004,94.4397,97.8672,99.6054,95.4438,98.4937,92.2395,92.6162,91.7057,93.4489,91.0977,86.8969,84.4456,87.0537,88.4938,88.6832,84.3199,81.6667,88.3804,94.6537,87.3433,84.0084,90.4398,93.3175,78.1524,100.427,102.508,2.70941
