4529.07,4504.94,4445.67,4375.41,4268.79,4149.77,4033.33,3890.46,3735.72,3594.8,3421.1,3234.32,3051.31,2842.13,2581.59,2431.32,2261.43,2124.33,1915.88,1748.36,1599.65,1383.45,1224.22,1081,934.181,795.708,686.372,565.178,477.356,387.449,307.613,250.749,215.282,148.321,88.5166,62.1353,48.3478,57.8391,72.6231,99.5054,153.407,219.06,273.999,362.886,472.47,605.036,749.567,920.636,1144.89,1323.52,1490.58,1631.01,1796.28,2050.06,2358.31,2606.94,2859.57,3134.4,3493.59,3839.16,4246.72,4495.89,4918.45,5345.14,5838.47,6317.19,6918.41,7090.85,7780.22,8218.5,8826.28,9507.55,10031.5,10639.4,11391.2,12182.9,12909.2,13590.5,14484,15073.4,16212,17114.9,18133.1,18941.6,19794,20532.9,21466.8,22068.5,22768.9,23894.6,24881.4,25970.4,27392.4,28704.7,29771.4,31190.6,32324.8,32750.3,34088,35828.9
0,4460.49,4391.83,4302.01,4191.22,4067.41,3930.62,3799.66,3640.68,3480.66,3301.36,3110.38,2967.07,2781.73,2596.43,2396.41,2170.21,1961.12,1783.41,1632.07,1429.31,1174.03,1072.55,906.178,792.291,646.858,527.552,412.57,314.179,234.661,163.993,111.066,65.972,31.8744,19.1829,20.3626,37.3457,63.8467,102.532,147.465,216.287,300.484,360.703,497.52,616.172,722.944,892.011,993.36,1181.43,1407.54,1548.23,1807.34,2092.95,2250.81,2571.07,2906.13,3140.23,3575.5,3939.92,4308.33,4838.59,5347.96,5860.06,6310.32,6860.32,7352.17,7964.94,8535.84,8983.25,9518.7,10150,10644.8,10987.5,11572.9,12460.8,13216.9,13904.3,14575.9,15135.1,16024.7,16474.4,17299.5,18158.3,19249,20366,21844.6,22650.7,23661.7,24517.7,25721.4,26677.8,27805.5,29312.7,30232.8,30689.4,31595.6,32664.2,33731,34720.9,35793.6
0,0,4307.11,4207.24,4094.46,3965.89,3816.16,3665.86,3495.59,3320.18,3168.93,2995.13,2843.24,2671.16,2454.45,2253.99,2089.61,1922.76,1737.2,1539.04,1407.83,1239.96,1071.49,912.543,760.077,608.385,500.305,444.692,332.813,230.652,158.175,104.34,80.484,51.2201,32.9176,26.2897,31.6357,56.3721,90.2141,167.716,223.319,323.229,419.277,533.328,671.856,768.852,939.883,1095.47,1399.64,1713.65,1960.11,2222.08,2489.72,2724.68,3086.53,3339.08,3724.97,3943.4,4368.45,4771.16,5205.01,5718.74,6065.43,6694.16,6929.3,7746.54,8033.33,8396.34,8579.45,9157.29,10111.9,10525.4,10993.9,11621.4,12081.4,12614.4,13503.8,14236.5,14916.6,16003.7,16761.2,17567.2,18455.5,19416.2,20135.9,21222.5,22478.7,23040.7,24262.4,25024.8,26036.6,27615.4,28395.5,29700.4,30052.7,30789.6,32214.1,32523,33629.4,34520.3
0,0,0,4086.69,3964.36,3826.99,3687.26,3523.1,3358.71,3178.8,3005.58,2765.97,2605.1,2456.03,2288.98,2123.23,1939.55,1798.59,1580.5,1413.71,1259.84,1088.11,957.856,789.384,702.532,558.675,488.436,384.852,268.373,183.155,127.467,90.792,47.6024,28.4904,31.195,40.782,69.7337,103.892,156.817,219.396,298.535,376.911,456.644,560.442,691.414,808.374,994.146,1248.53,1426.23,1621.56,1847.18,2097.57,2487.94,2850.2,3174.61,3451.99,3666.09,3974.29,4266.86,4732.86,5088.72,5535.13,6031.53,6877.77,7551.48,7917.57,8742.17,9274.6,9938.1,10209.9,11134.3,11629.2,12041.2,12708.7,13447.9,14339,14622.2,15014.9,15781,16596.7,17410.6,18420.6,19188.4,20038.1,21033.6,21974.3,22581.4,23533.5,24164.6,25205.2,25096.5,26403.7,26772.5,27366.3,27969.3,28494.1,29475,30996.9,31751.5,32582.9
0,0,0,0,3816.12,3677.05,3523.8,3374.69,3204.57,3024.61,2843.57,2670.73,2490.19,2276.04,2046.51,1902.79,1768.87,1607.47,1500.06,1296.68,1171.18,1042.97,865.615,705.157,585.635,485.502,380.293,306.883,219.427,148.542,101.886,58.1959,37.7097,18.6968,20.6668,37.3421,65.6783,110.29,162.531,231.181,334.758,444.278,582.728,705.236,936.19,1082.2,1194.13,1479.43,1694.79,1972.8,2076.62,2311.28,2453.17,2806.17,3107.93,3250.64,3577.11,4113.47,4590.35,4849.51,5236.97,5787.66,6346.48,6859.62,7458.69,8125.05,8810.85,9189.62,9689.7,10251.2,11036.9,11510.1,12173.2,12662.6,13317.4,14238.4,15109.6,15847.9,16838.3,17793.3,18589.7,19557.6,20301.1,20827.8,22175.4,23086.9,24485.7,25061.3,26006.9,27061.4,27841.6,29620.9,30247.8,30834,30391.9,31160.9,31761.6,32270,34080.8,34748.5
0,0,0,0,0,3504.53,3353.48,3191.24,3026.44,2856.04,2673.62,2505.18,2313.73,2138.22,1961.83,1770.78,1549.41,1370.73,1257.61,1132.5,1003.51,917.877,787.468,630.805,545.577,456.399,342.825,240.48,172.248,114.839,69.989,35.4011,26.7964,25.5296,37.901,56.1025,85.3769,147.939,195.354,274.756,366.622,488.927,633.952,767.623,930.75,1062,1224.33,1412.16,1664.32,1931.58,2123.11,2382.74,2729.01,3207.5,3426.67,3801.27,4049.93,4399.86,4711.48,5281.65,5753.43,6197.47,6504.87,6624.61,7145.46,7785.3,8157.74,8519.06,9320.38,9786.96,10846.2,11087.2,11353.2,12174.8,12876.6,14146.7,14891.2,15698.7,16733.8,17808.2,18581.5,19025.2,20006.1,20722,21918,22897.8,23657.8,24468.4,25675.3,26485.5,27617.8,28731.5,29016,29985.4,31207.3,32401.1,33530.6,34531.4,36185,36805.6
0,0,0,0,0,0,3167.1,3004.17,2835.75,2668.82,2501.89,2317.49,2135.01,1959.31,1783.36,1617.77,1449.73,1294.55,1100.79,923.217,795.861,711.367,597.494,503.285,428.511,363.027,258.158,197.513,139.159,103.803,55.2534,28.8385,21.1871,29.2174,57.8518,100.669,160.094,211.43,275.102,385.385,518.909,614.142,746.965,889.302,1004.82,1224.05,1421.59,1638.62,1885.87,2093.42,2416.23,2730.37,3018.04,3219.43,3506.94,3819.48,4214.8,4870.22,5022.71,5522.63,6122.54,6609.7,7383.58,7547.76,8106.89,8678.79,8937.61,9525.62,10033.5,10832.9,11693.1,12724.4,12966.6,12942.2,13432.5,14563,15586.6,15821.5,16612.1,17670.8,18565.9,19943.6,20831,21619.3,22185.8,22976.8,23711.9,25139.5,26336.4,27419.2,28104.5,29743.9,30661.3,32115.2,32117.5,33342.6,33946.6,35378,35738.9,37566.4
0,0,0,0,0,0,0,2809.1,2642.79,2471.68,2306.2,2140.96,1968.28,1797.42,1623.4,1462.45,1293.81,1153.62,1001.32,880.554,727.127,586.507,458.329,374.495,304.913,228.403,173.169,128.524,105.149,56.9492,32.9571,18.727,21.2505,33.4526,59.6484,113.248,196.023,257.609,364.777,514.649,636.255,755.704,902.801,1059.66,1184.85,1423.4,1651.02,1932.97,2084.27,2298,2634.87,2753.75,3151.46,3387.58,3886.75,4183.37,4665.35,4958.93,5412.38,6005.56,6380.12,6780.69,7226.2,7626.89,7955.37,9078.62,9142.62,9856.83,10540.3,11349.1,12273.4,13065.8,13557.7,14284.9,14842.4,15583.7,16655.2,16836.1,17519.8,18949.2,20229.3,21354.9,21929.4,21883.1,22473.8,23027.9,23861,24939.6,25118.3,26538.7,27301.4,28056.7,29788,30993.5,32060.1,33097.9,34195.9,34464.7,35132,37475.4
0,0,0,0,0,0,0,0,2445.94,2282.21,2111.43,1944.27,1788.79,1623.46,1464.99,1301.44,1148.43,1002.28,863.563,752.196,609.939,515.125,416.359,296.098,210.848,145.334,103.254,72.5625,38.6755,26.0865,19.3777,23.4939,38.3758,66.9326,106.002,148.256,208.611,284.175,364.353,535.018,690.788,881.767,1078.16,1311.64,1532.06,1741.86,1923.87,2156.13,2338.17,2498.92,2908.21,3193.78,3571.06,3888.82,4138.56,4549.51,5000.07,5127.76,5659.8,6086.65,6815.14,7314.44,7626.05,8166.29,8793.27,9466.69,10124.6,10855.6,11501.4,12050.8,12430,12760.5,13532.7,14486.5,14956,16097.8,17126,18355.9,19494.7,20307.9,21332.1,22168,22554,23251.5,23959.3,25037.3,25978.9,26671.9,27297.3,28633.3,29855.4,30722.9,32380.7,32324.4,32920.7,34056.9,35485.3,35287.2,36129.5,37164.9
0,0,0,0,0,0,0,0,0,2088.23,1925.72,1761.16,1601.85,1452.81,1303.33,1152.87,1020.74,869.746,742.786,620.322,505.765,416.255,318.929,238.888,182.682,114.648,61.7259,33.349,20.9799,20.6239,28.2809,53.4418,73.5422,128.696,166.954,232.109,300.592,417.926,517.433,635.033,754.445,871.974,1068.32,1273.18,1544.54,1879.63,2120.38,2476.75,2738.37,3234.43,3476,3809.42,4051.13,4331.06,4724.73,4932.63,5562.09,5889.73,6449.3,6857.48,7269.85,7931.64,8368.44,9069.95,9243.27,10128.4,10946.1,11646.6,12259.2,12670.2,13347.5,14143.1,14639.9,15871.7,16525.4,17367.3,18136.8,19135.3,19816.2,20439.4,21105.5,22489.9,22733.5,23663.3,25521.1,26506.8,27525.7,28675.2,30092.6,31164.7,31423.3,32654.1,33841.3,34400.8,35295.2,36247,37795.2,39023,40525.6,42393.4
