0.109375,0.109375,0.109375,0.109375,0.109375,0.109375,0.109375,0.109375,0.09375,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25
0.110352,0.109375,0.109375,0.109375,0.109375,0.107422,0.105469,0.109375,0.109375,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.25
0.110352,0.110352,0.109375,0.109375,0.109375,0.107422,0.105469,0.105469,0.109375,0.109375,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25
0.11084,0.110352,0.109375,0.109375,0.109375,0.107422,0.107422,0.107422,0.105469,0.105469,0.109375,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25
0.111328,0.11084,0.110352,0.109375,0.109375,0.107422,0.107422,0.107422,0.107422,0.105469,0.101562,0.109375,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25
0.111816,0.111328,0.110352,0.110352,0.109375,0.108398,0.107422,0.107422,0.107422,0.105469,0.105469,0.101562,0.109375,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25
0.112305,0.111816,0.11084,0.110352,0.109863,0.108398,0.108398,0.107422,0.107422,0.107422,0.105469,0.105469,0.109375,0.109375,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25
0.112549,0.112061,0.111328,0.11084,0.110352,0.108398,0.108398,0.108398,0.107422,0.107422,0.107422,0.105469,0.105469,0.109375,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25
0.113159,0.112549,0.111816,0.111328,0.11084,0.109375,0.108887,0.108398,0.108398,0.107422,0.107422,0.105469,0.105469,0.105469,0.101562,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.113647,0.113037,0.112305,0.111816,0.111328,0.109863,0.109375,0.109375,0.108398,0.107422,0.107422,0.107422,0.105469,0.105469,0.101562,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.114258,0.113647,0.112915,0.112305,0.111816,0.110107,0.109863,0.109375,0.108887,0.108398,0.108398,0.107422,0.107422,0.105469,0.105469,0.101562,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.114746,0.114136,0.113403,0.112793,0.112305,0.110596,0.110352,0.109863,0.109375,0.108398,0.108398,0.107422,0.107422,0.105469,0.105469,0.101562,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.115356,0.114624,0.114014,0.113281,0.112793,0.111206,0.11084,0.110352,0.109863,0.108887,0.108398,0.10791,0.107422,0.105469,0.105469,0.101562,0.101562,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.115906,0.115234,0.114502,0.113892,0.113281,0.111816,0.111084,0.11084,0.110107,0.109375,0.108887,0.108398,0.107422,0.106445,0.105469,0.105469,0.101562,0.101562,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.116455,0.115784,0.115112,0.114502,0.11377,0.112305,0.111572,0.111084,0.110352,0.109863,0.109375,0.108398,0.10791,0.107422,0.107422,0.105469,0.101562,0.101562,0.09375,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.117126,0.116394,0.115723,0.115051,0.11438,0.112793,0.112183,0.111572,0.11084,0.110107,0.109619,0.108887,0.108398,0.107422,0.107422,0.105469,0.105469,0.101562,0.101562,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.117737,0.117035,0.116333,0.115601,0.11499,0.113342,0.112671,0.112061,0.111328,0.110596,0.110107,0.109375,0.108398,0.10791,0.107422,0.105469,0.105469,0.105469,0.101562,0.101562,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125
0.118378,0.117676,0.116943,0.116211,0.115601,0.113892,0.113281,0.112549,0.111816,0.111084,0.110596,0.109863,0.108887,0.108398,0.107422,0.105469,0.105469,0.105469,0.105469,0.101562,0.101562,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125,0.125
0.119019,0.118347,0.117615,0.116882,0.116211,0.114563,0.113892,0.113098,0.112305,0.111572,0.111084,0.110352,0.109375,0.108887,0.10791,0.105957,0.105469,0.105469,0.105469,0.105469,0.101562,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125
0.11969,0.118988,0.118286,0.117554,0.116882,0.115173,0.114441,0.113647,0.112915,0.112183,0.111572,0.11084,0.109863,0.109131,0.108398,0.106445,0.105469,0.105469,0.105469,0.105469,0.105469,0.101562,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.125
0.120361,0.119629,0.118958,0.118225,0.117554,0.115845,0.115112,0.114258,0.113525,0.112671,0.112061,0.111328,0.110474,0.109741,0.108887,0.106934,0.106445,0.105469,0.105469,0.105469,0.105469,0.101562,0.09375,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125
