0,1,2
0.005479452054794521,1475.0,0.025
0.005479452054794521,1485.0,0.025
0.005479452054794521,1495.0,0.025
0.024657534246575342,1275.0,128.2
0.024657534246575342,1390.0,22.4
0.024657534246575342,1395.0,19.05
0.024657534246575342,1400.0,16.0
0.024657534246575342,1405.0,13.15
0.024657534246575342,1410.0,10.65
0.024657534246575342,1415.0,8.399999999999999
0.024657534246575342,1420.0,6.6
0.024657534246575342,1425.0,5.0
0.024657534246575342,1430.0,3.7
0.024657534246575342,1435.0,2.7
0.024657534246575342,1440.0,1.95
0.024657534246575342,1445.0,1.375
0.024657534246575342,1450.0,0.925
0.024657534246575342,1455.0,0.65
0.024657534246575342,1460.0,0.45
0.024657534246575342,1465.0,0.325
0.024657534246575342,1470.0,0.25
0.024657534246575342,1475.0,0.2
0.024657534246575342,1480.0,0.15000000000000002
0.024657534246575342,1485.0,0.15000000000000002
0.024657534246575342,1490.0,0.1
0.024657534246575342,1495.0,0.1
0.024657534246575342,1500.0,0.07500000000000001
0.024657534246575342,1510.0,0.07500000000000001
0.024657534246575342,1520.0,0.025
0.024657534246575342,1525.0,0.025
0.0821917808219178,1330.0,79.35
0.0821917808219178,1360.0,54.6
0.0821917808219178,1375.0,43.15
0.0821917808219178,1380.0,39.7
0.0821917808219178,1390.0,32.9
0.0821917808219178,1400.0,26.65
0.0821917808219178,1410.0,21.0
0.0821917808219178,1420.0,16.0
0.0821917808219178,1440.0,8.35
0.0821917808219178,1450.0,5.65
0.0821917808219178,1460.0,3.65
0.0821917808219178,1470.0,2.3
0.0821917808219178,1475.0,1.8
0.0821917808219178,1480.0,1.4249999999999998
0.0821917808219178,1490.0,0.9249999999999999
