0,1,2
0.04657534246575343,1275.0,128.0
0.04657534246575343,1300.0,103.6
0.04657534246575343,1325.0,79.8
0.04657534246575343,1350.0,57.35
0.04657534246575343,1365.0,44.4
0.04657534246575343,1370.0,40.55
0.04657534246575343,1375.0,36.650000000000006
0.04657534246575343,1380.0,32.65
0.04657534246575343,1385.0,29.200000000000003
0.04657534246575343,1390.0,25.799999999999997
0.04657534246575343,1395.0,22.35
0.04657534246575343,1400.0,19.55
0.04657534246575343,1405.0,16.8
0.04657534246575343,1410.0,14.0
0.04657534246575343,1415.0,11.55
0.04657534246575343,1420.0,9.350000000000001
0.04657534246575343,1425.0,7.550000000000001
0.04657534246575343,1430.0,5.95
0.04657534246575343,1435.0,4.65
0.04657534246575343,1440.0,3.575
0.04657534246575343,1445.0,2.7
0.04657534246575343,1450.0,2.0
0.04657534246575343,1455.0,1.475
0.04657534246575343,1460.0,1.075
0.04657534246575343,1465.0,0.725
0.04657534246575343,1470.0,0.525
0.04657534246575343,1475.0,0.45
0.04657534246575343,1480.0,0.35
0.04657534246575343,1485.0,0.275
0.04657534246575343,1490.0,0.25
0.04657534246575343,1495.0,0.2
0.04657534246575343,1500.0,0.175
0.04657534246575343,1505.0,0.1
0.04657534246575343,1510.0,0.125
0.04657534246575343,1520.0,0.07500000000000001
0.04657534246575343,1600.0,0.025
0.04657534246575343,1650.0,0.025
0.04657534246575343,950.0,451.75
0.1232876712328767,1350.0,65.9
0.1232876712328767,1360.0,58.2
0.1232876712328767,1370.0,50.85
0.1232876712328767,1375.0,47.3
0.1232876712328767,1380.0,43.95
0.1232876712328767,1385.0,40.650000000000006
0.1232876712328767,1390.0,37.4
0.1232876712328767,1395.0,34.25
0.1232876712328767,1400.0,31.25
0.1232876712328767,1405.0,28.35
0.1232876712328767,1410.0,25.5
0.1232876712328767,1415.0,22.95
0.1232876712328767,1420.0,20.5
0.1232876712328767,1425.0,18.049999999999997
0.1232876712328767,1430.0,15.9
0.1232876712328767,1435.0,13.95
0.1232876712328767,1440.0,12.05
0.1232876712328767,1445.0,10.45
0.1232876712328767,1450.0,8.95
0.1232876712328767,1455.0,7.5
0.1232876712328767,1460.0,6.25
0.1232876712328767,1465.0,5.35
0.1232876712328767,1470.0,4.35
0.1232876712328767,1475.0,3.8
0.1232876712328767,1480.0,2.8499999999999996
0.1232876712328767,1485.0,2.35
0.1232876712328767,1490.0,1.775
0.1232876712328767,1495.0,1.425
0.1232876712328767,1500.0,1.4
0.1232876712328767,1505.0,0.9
0.1232876712328767,1510.0,0.55
0.1232876712328767,1525.0,0.5
0.1232876712328767,1530.0,0.44999999999999996
0.1232876712328767,1550.0,0.175
0.2,1350.0,73.65
0.2,1375.0,56.2
0.2,1390.0,46.5
0.2,1400.0,40.45
0.2,1405.0,37.6
0.2,1410.0,34.7
0.2,1415.0,32.25
0.2,1425.0,27.0
0.2,1450.0,16.6
0.2,1470.0,10.4
0.2,1475.0,9.15
0.2,1480.0,8.0
0.2,1490.0,6.1
0.2,1500.0,4.25
0.2,1505.0,3.75
0.2,1515.0,2.75
0.2,1520.0,2.25
0.2,1525.0,1.9500000000000002
0.2,1530.0,1.6
0.2958904109589041,1100.0,300.15
0.2958904109589041,1275.0,141.25
0.2958904109589041,1300.0,120.85
0.2958904109589041,1325.0,101.45
0.2958904109589041,1350.0,82.95
0.2958904109589041,1375.0,66.0
0.2958904109589041,1400.0,50.400000000000006
0.2958904109589041,1425.0,37.1
0.2958904109589041,1450.0,25.950000000000003
0.2958904109589041,1475.0,16.9
0.2958904109589041,1480.0,15.25
0.2958904109589041,1500.0,10.15
0.2958904109589041,1550.0,2.925
0.2958904109589041,1575.0,1.55
0.2958904109589041,1600.0,0.9500000000000001
0.3726027397260274,1350.0,89.85
0.3726027397260274,1375.0,73.4
0.3726027397260274,1400.0,57.85
0.3726027397260274,1425.0,44.45
0.3726027397260274,1450.0,32.849999999999994
0.3726027397260274,1475.0,23.0
0.3726027397260274,1500.0,15.55
0.3726027397260274,1575.0,3.075
0.5260273972602739,1350.0,102.25
0.5260273972602739,1400.0,71.55
0.5260273972602739,1450.0,46.0
0.5260273972602739,1575.0,8.75
0.5260273972602739,1600.0,5.75
0.7945205479452054,1300.0,154.55
0.7945205479452054,1400.0,91.44999999999999
0.7945205479452054,1425.0,78.3
0.7945205479452054,1450.0,65.7
0.7945205479452054,1525.0,35.8
0.7945205479452054,1550.0,28.2
0.7945205479452054,1600.0,16.6
0.7945205479452054,1625.0,12.3
1.2931506849315069,1400.0,117.9
1.2931506849315069,1450.0,92.85
1.2931506849315069,1500.0,70.94999999999999
1.2931506849315069,1550.0,52.3
1.2931506849315069,1600.0,37.2
1.2931506849315069,1900.0,2.3000000000000003
1.2931506849315069,700.0,672.7
1.36986301369863,1525.0,64.3
1.36986301369863,1700.0,18.799999999999997
1.7917808219178082,1400.0,138.55
2.2904109589041095,1300.0,208.3
0.06301369863013699,1370.0,43.8
0.06301369863013699,1395.0,26.450000000000003
0.06301369863013699,1410.0,17.75
0.06301369863013699,1420.0,12.95
0.06301369863013699,1435.0,7.5
0.06301369863013699,1440.0,6.050000000000001
0.06301369863013699,1445.0,4.800000000000001
0.06301369863013699,1450.0,3.75
0.06301369863013699,1455.0,2.975
0.06301369863013699,1460.0,2.5999999999999996
0.06301369863013699,1465.0,1.7249999999999999
0.06301369863013699,1470.0,1.2999999999999998
0.06301369863013699,1475.0,1.0
0.06301369863013699,1480.0,0.7000000000000001
0.06301369863013699,1490.0,0.47500000000000003
0.06301369863013699,1500.0,0.475
0.06301369863013699,1575.0,0.25
0.32054794520547947,1325.0,103.35
0.32054794520547947,1500.0,11.35
0.810958904109589,1650.0,9.45
0.005479452054794521,1280.0,123.35
0.005479452054794521,1370.0,34.099999999999994
0.005479452054794521,1390.0,16.549999999999997
0.005479452054794521,1395.0,12.45
0.005479452054794521,1400.0,9.15
0.005479452054794521,1405.0,6.449999999999999
0.005479452054794521,1410.0,4.35
0.005479452054794521,1415.0,2.75
0.005479452054794521,1420.0,1.625
0.005479452054794521,1425.0,0.925
0.005479452054794521,1430.0,0.525
0.005479452054794521,1435.0,0.325
0.005479452054794521,1440.0,0.2
0.005479452054794521,1445.0,0.15000000000000002
0.005479452054794521,1450.0,0.07500000000000001
0.005479452054794521,1455.0,0.05
0.005479452054794521,1460.0,0.025
0.005479452054794521,1465.0,0.025
0.005479452054794521,1470.0,0.025
